uniqueID,drugName,condition,review,rating,date,usefulCount,condition_primary,condition_subtype,condition_clean,rating_3_class,log_usefulCount,review_length,est_token_count,char_length,avg_word_length,year,month
121273,Venlafaxine,Depression,After many months spent being given ten different types of antidepressants which none agreed with me my Dr suggested Venlafaxine 37.5 twice a day but I personally found it too much ( turned me into a Zombie) so we agreed on one 37.5 dosage daily slowly but surly it has given me my life back no major side effects other than insomnia .... Darkness is all I could see before venlafaxine 10/10 highly recommended,9,22-Jul-16,2,Depression,,Depression,3,1.0986122886681098,74,96,410,5.54,2016,7
206344,Mesalamine,"Crohn's Disease, Maintenance",works great,10,28-Jun-15,14,Crohn's Disease,Maintenance,Maintenance Crohn's Disease,3,2.70805020110221,2,2,11,5.5,2015,6
226199,Remicade,"Crohn's Disease, Acute",Works well.,9,25-Aug-11,2,Crohn's Disease,Acute,Acute Crohn's Disease,3,1.0986122886681098,2,2,11,5.5,2011,8
59425,Zyrtec,Allergic Rhinitis,Love it.,10,24-Jun-08,4,Allergic Rhinitis,,Allergic Rhinitis,3,1.6094379124341003,2,2,8,4.0,2008,6
43451,Hydromorphone,Chronic Pain,Works,9,17-Feb-15,42,Chronic Pain,,Chronic Pain,3,3.7612001156935624,1,1,5,5.0,2015,2
29110,Topiramate,Obesity,Good,9,31-Aug-17,5,Obesity,,Obesity,3,1.791759469228055,1,1,4,4.0,2017,8
164756,Diclofenac,Pain,Great,10,3-Nov-08,25,Pain,,Pain,3,3.258096538021482,1,1,5,5.0,2008,11
57868,Acetaminophen / hydrocodone,Pain,Works well.,10,10-Jan-12,2,Pain,,Pain,3,1.0986122886681098,2,2,11,5.5,2012,1
62563,Citalopram,Anxiety and Stress,Good.,10,26-Jul-11,10,Anxiety and Stress,,Anxiety and Stress,3,2.3978952727983707,1,1,5,5.0,2011,7
173032,Clonazepam,Panic Disorde,Very good.,10,16-Mar-13,9,Panic Disorde,,Panic Disorde,3,2.302585092994046,2,2,10,5.0,2013,3
163534,Mirtazapine,Depression,Good,10,29-Mar-15,9,Depression,,Depression,3,2.302585092994046,1,1,4,4.0,2015,3
126896,Dilaudid,Pain,Great.,8,30-Dec-08,14,Pain,,Pain,3,2.70805020110221,1,1,6,6.0,2008,12
57921,Acetaminophen / hydrocodone,Cough,Works great.,10,30-Sep-11,28,Cough,,Cough,3,3.367295829986474,2,2,12,6.0,2011,9
135526,Tamiflu,Influenza,Very expensive though.,7,16-Jan-13,8,Influenza,,Influenza,3,2.1972245773362196,3,3,22,7.33,2013,1
77689,Cephalexin,Bacterial Infection,Good,7,10-May-09,6,Bacterial Infection,,Bacterial Infection,3,1.9459101490553132,1,1,4,4.0,2009,5
173961,Sandostatin,"Diabetes, Type 1",Great medicine. No side effects.,9,31-Oct-11,2,Diabetes,Type 1,Type 1 Diabetes,3,1.0986122886681098,5,6,32,6.4,2011,10
126784,Prednicot,Rheumatoid Arthritis,Good.,10,10-Jul-12,25,Rheumatoid Arthritis,,Rheumatoid Arthritis,3,3.258096538021482,1,1,5,5.0,2012,7
177976,Duloxetine,Pain,Good.,9,27-Jul-12,15,Pain,,Pain,3,2.772588722239781,1,1,5,5.0,2012,7
62842,Citalopram,Obsessive Compulsive Disorde,Saved my life,9,5-Feb-09,67,Obsessive Compulsive Disorde,,Obsessive Compulsive Disorde,3,4.219507705176107,3,3,13,4.33,2009,2
176280,Lorazepam,Anxiety,Good,6,9-Jul-16,6,Anxiety,,Anxiety,2,1.9459101490553132,1,1,4,4.0,2016,7
171061,Quetiapine,Depression,I love it.,10,16-Oct-08,25,Depression,,Depression,3,3.258096538021482,3,3,10,3.33,2008,10
139959,Euflexxa,Osteoarthritis,Great.,10,20-Dec-11,13,Osteoarthritis,,Osteoarthritis,3,2.6390573296152584,1,1,6,6.0,2011,12
57563,Insulin isophane / insulin regular,"Diabetes, Type 1",Great medicine.,9,31-Oct-11,0,Diabetes,Type 1,Type 1 Diabetes,3,0.0,2,2,15,7.5,2011,10
105647,Methylprednisolone,"Asthma, Maintenance",Excellent,10,27-Jan-16,5,Asthma,Maintenance,Maintenance Asthma,3,1.791759469228055,1,1,9,9.0,2016,1
140394,Alka-Seltzer Plus Cold,Cold Symptoms,Good.,9,22-Aug-09,10,Cold Symptoms,,Cold Symptoms,3,2.3978952727983707,1,1,5,5.0,2009,8
153872,Amoxicillin,Bladder Infection,Great.,10,24-Jun-08,36,Bladder Infection,,Bladder Infection,3,3.6109179126442243,1,1,6,6.0,2008,6
75986,Tudorza Pressair,COPD,Good.,8,11-Jun-13,27,COPD,,COPD,3,3.332204510175204,1,1,5,5.0,2013,6
145918,Qsymia,Obesity,Good.,7,29-Jul-12,60,Obesity,,Obesity,3,4.110873864173311,1,1,5,5.0,2012,7
228886,Tadalafil,Erectile Dysfunction,Good,8,14-Oct-16,0,Erectile Dysfunction,,Erectile Dysfunction,3,0.0,1,1,4,4.0,2016,10
209147,Skelaxin,Muscle Spasm,Good,7,12-Jun-13,25,Muscle Spasm,,Muscle Spasm,3,3.258096538021482,1,1,4,4.0,2013,6
42955,Ryzolt,Pain,Very good.,10,19-Jul-09,15,Pain,,Pain,3,2.772588722239781,2,2,10,5.0,2009,7
189640,Oxycodone,Pain,"This medicine has worked wonders on my chronic back pain. I have tried everything from Tramadol to Opana ER and for the price Roxicodone 30mg tops them all if taken as prescribed, and at the same time each day. The only downfall is that you must take the pills more frequently than say MS Contin or Oxycontin where you only need them every 12 hours. However that was my main problem with the Opana, Oxycontin, Etc., they didn't seem to last the full 12 hours as advertised. I was lucky if I got a good 8 hours from them.",10,3-Oct-09,48,Pain,,Pain,3,3.8918202981106265,99,128,520,5.25,2009,10
228980,Tadalafil,Erectile Dysfunction,Good.,9,19-Mar-14,11,Erectile Dysfunction,,Erectile Dysfunction,3,2.4849066497880004,1,1,5,5.0,2014,3
68444,Enoxaparin,Angina,Very effective.,10,24-Jul-13,0,Angina,,Angina,3,0.0,2,2,15,7.5,2013,7
41417,Acetaminophen / oxycodone,Pain,Very good.,9,16-Dec-08,7,Pain,,Pain,3,2.0794415416798357,2,2,10,5.0,2008,12
91052,Norco,Pain,Good medicine.,9,16-Feb-09,11,Pain,,Pain,3,2.4849066497880004,2,2,14,7.0,2009,2
76487,Octreotide,"Diabetes, Type 1",Great medicine. No side effects.,9,31-Oct-11,2,Diabetes,Type 1,Type 1 Diabetes,3,1.0986122886681098,5,6,32,6.4,2011,10
79793,Xarelto,Deep Vein Thrombosis,Good,9,8-Dec-13,11,Deep Vein Thrombosis,,Deep Vein Thrombosis,3,2.4849066497880004,1,1,4,4.0,2013,12
57562,Insulin isophane / insulin regular,"Diabetes, Type 1",Great medicine. No side effects.,9,31-Oct-11,10,Diabetes,Type 1,Type 1 Diabetes,3,2.3978952727983707,5,6,32,6.4,2011,10
135966,Acamprosate,Alcohol Dependence,Works well.,10,29-Mar-15,28,Alcohol Dependence,,Alcohol Dependence,3,3.367295829986474,2,2,11,5.5,2015,3
34212,Tramadol,Pain,works great,10,8-Mar-09,13,Pain,,Pain,3,2.6390573296152584,2,2,11,5.5,2009,3
62435,Citalopram,Anxiety and Stress,Good,8,9-Nov-11,7,Anxiety and Stress,,Anxiety and Stress,3,2.0794415416798357,1,1,4,4.0,2011,11
55457,Belviq,Weight Loss,Great.,10,22-Aug-13,52,Weight Loss,,Weight Loss,3,3.970291913552122,1,1,6,6.0,2013,8
62751,Citalopram,Depression,No side effects.,8,12-Jun-08,6,Depression,,Depression,3,1.9459101490553132,3,3,16,5.33,2008,6
172398,Clonazepam,Anxiety,I,8,19-Oct-16,3,Anxiety,,Anxiety,3,1.3862943611198906,1,1,1,1.0,2016,10
76329,Roflumilast,COPD,No side effects at all.,10,20-Oct-11,79,COPD,,COPD,3,4.382026634673881,5,6,23,4.6,2011,10
61154,Clobazam,Lennox-Gastaut Syndrome,Great.,10,16-Jan-13,12,Lennox-Gastaut Syndrome,,Lennox-Gastaut Syndrome,3,2.5649493574615367,1,1,6,6.0,2013,1
5931,Edex,Erectile Dysfunction,works great,10,17-Nov-17,0,Erectile Dysfunction,,Erectile Dysfunction,3,0.0,2,2,11,5.5,2017,11
187799,Capecitabine,Breast Cance,Good,10,2-Nov-12,19,Breast Cance,,Breast Cance,3,2.995732273553991,1,1,4,4.0,2012,11
191870,Lisdexamfetamine,ADHD,"I am a 19 year old college student and just got prescribed Vyvanse about 2 days ago. When I take it I mainly feel relaxed and sometimes excited. I've never been on any stimulant or ADD medication before. My main concern is losing weight on this medicine. I'm about 5'9"" and weigh about 135lbs. I eat a lot and I'm still fairly skinny. I've always worried about my weight and the last thing I want is to get skinnier.",9,12-Jan-10,6,ADHD,,ADHD,3,1.9459101490553132,79,102,416,5.27,2010,1
75512,Oracea,Rosacea,Great.,10,26-Apr-11,15,Rosacea,,Rosacea,3,2.772588722239781,1,1,6,6.0,2011,4
121270,Venlafaxine,Anxiety,After many months spent being given ten different types of antidepressants which none agreed with me my Dr suggested Venlafaxine 37.5 twice a day but I personally found it too much ( turned me into a Zombie) so we agreed on one 37.5 dosage daily slowly but surly it has given me my life back no major side effects other than insomnia .... Darkness is all I could see before venlafaxine 10/10 highly recommended,10,25-Jul-16,13,Anxiety,,Anxiety,3,2.6390573296152584,74,96,410,5.54,2016,7
60939,Multivitamin,Dietary Supplementation,Work good,10,30-Mar-15,2,Dietary Supplementation,,Dietary Supplementation,3,1.0986122886681098,2,2,9,4.5,2015,3
95519,Acetaminophen / diphenhydramine,Insomnia,Works great for me.,9,12-Jul-13,18,Insomnia,,Insomnia,3,2.9444389791664403,4,5,19,4.75,2013,7
105807,Guaifenesin / phenylephrine,Sinus Symptoms,Love it.,10,23-Apr-09,7,Sinus Symptoms,,Sinus Symptoms,3,2.0794415416798357,2,2,8,4.0,2009,4
66505,Valacyclovir,"Herpes Simplex, Mucocutaneous/Immunocompetent Host",Very expensive though.,10,7-Jun-09,11,Herpes Simplex,Mucocutaneous/Immunocompetent Host,Mucocutaneous/Immunocompetent Host Herpes Simplex,3,2.4849066497880004,3,3,22,7.33,2009,6
27514,ReliOn / Novolin 70 / 30,"Diabetes, Type 1",Great medicine. No side effects.,9,31-Oct-11,10,Diabetes,Type 1,Type 1 Diabetes,3,2.3978952727983707,5,6,32,6.4,2011,10
32000,Brimonidine / timolol,Glaucoma/Intraocular Hypertension,good,10,11-Jan-15,4,Glaucoma/Intraocular Hypertension,,Glaucoma/Intraocular Hypertension,3,1.6094379124341003,1,1,4,4.0,2015,1
19806,Pregabalin,Generalized Anxiety Disorde,"The first time I used Lyrica I experienced an amazingly profound reaction; layers of depression and anxiety that had built up over several years melted away within minutes. That was years ago and I have since both weaned myself off the drug and restarted taking it again. One thing I rarely see mentioned is the terrifyingly bad withdrawal effect- missing more than one dose for me throws me into the absolute darkest pits of despair. Has anyone else experienced this? When I went off the drug the first time I felt like I had performed a miracle; so strong was the feeling that it took a long time for me to convince myself that things were bad enough to warrant going back on. It still helps, but nothing as miraculous as the first time.",10,4-Oct-09,75,Generalized Anxiety Disorde,,Generalized Anxiety Disorde,3,4.330733340286331,134,174,739,5.51,2009,10
77484,Avapro,High Blood Pressure,It's good.,7,6-Apr-14,21,High Blood Pressure,,High Blood Pressure,3,3.091042453358316,2,2,10,5.0,2014,4
187506,Monistat 3-Day Combination Pack,Vaginal Yeast Infection,Works great.,7,27-Jul-12,25,Vaginal Yeast Infection,,Vaginal Yeast Infection,3,3.258096538021482,2,2,12,6.0,2012,7
128340,Phentermine,Obesity,No side effects,7,2-Dec-15,4,Obesity,,Obesity,3,1.6094379124341003,3,3,15,5.0,2015,12
158366,Amrix,Migraine,Did not work well for me.,4,10-Feb-10,8,Migraine,,Migraine,1,2.1972245773362196,6,7,25,4.17,2010,2
132556,Doxepin,Insomnia,I love it.,9,12-Jun-14,26,Insomnia,,Insomnia,3,3.295836866004329,3,3,10,3.33,2014,6
27367,Fenofibrate,Hypertriglyceridemia,Great,10,4-Jun-14,14,Hypertriglyceridemia,,Hypertriglyceridemia,3,2.70805020110221,1,1,5,5.0,2014,6
80431,Aleve,Pain,Works well.,10,3-Dec-08,10,Pain,,Pain,3,2.3978952727983707,2,2,11,5.5,2008,12
194968,Levetiracetam,Epilepsy,"I have had grand mal seizures since I was 9 years old and was involved in a car accident. I have taken Dilantin for over 50 years, with good results. It has controlled my seizures pretty well until recently. I was diagnosed with COPD 2 years ago, and in that time, I have been having seizures every 3-6 months. My doctor switched me to Keppra 6 months ago, and in that time, I have had at least 1 seizure a month. I think it's time to switch back to what works.",1,29-Aug-11,12,Epilepsy,,Epilepsy,1,2.5649493574615367,91,118,461,5.07,2011,8
13592,Amphetamine / dextroamphetamine,ADHD,Saved my life.,10,31-Aug-11,0,ADHD,,ADHD,3,0.0,3,3,14,4.67,2011,8
146273,Suboxone,Opiate Dependence,This medicine saved my life.,10,25-Jul-09,10,Opiate Dependence,,Opiate Dependence,3,2.3978952727983707,5,6,28,5.6,2009,7
1495,Daliresp,COPD,No side effects at all.,10,20-Oct-11,79,COPD,,COPD,3,4.382026634673881,5,6,23,4.6,2011,10
114120,Amlodipine,High Blood Pressure,Good.,10,16-Feb-09,8,High Blood Pressure,,High Blood Pressure,3,2.1972245773362196,1,1,5,5.0,2009,2
41613,Bisacodyl / polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride,Bowel Preparation,Didn't work for me.,1,23-Sep-12,3,Bowel Preparation,,Bowel Preparation,1,1.3862943611198906,4,5,19,4.75,2012,9
45901,Fluoxetine,Anxiety and Stress,Awesome.,9,27-Jan-09,82,Anxiety and Stress,,Anxiety and Stress,3,4.418840607796598,1,1,8,8.0,2009,1
126881,Dilaudid,Pain,"This medicine has worked wonders on my chronic back pain. I have tried everything from Tramadol to Opana ER and for the price Roxicodone 30mg tops them all if taken as prescribed, and at the same time each day. The only downfall is that you must take the pills more frequently than say MS Contin or Oxycontin where you only need them every 12 hours. However that was my main problem with the Opana, Oxycontin, Etc., they didn't seem to last the full 12 hours as advertised. I was lucky if I got a good 8 hours from them.",9,4-Oct-09,16,Pain,,Pain,3,2.833213344056216,99,128,520,5.25,2009,10
149976,Cortizone-10,Eczema,Works well for me.,10,13-Jun-13,10,Eczema,,Eczema,3,2.3978952727983707,4,5,18,4.5,2013,6
151092,OxyContin,Chronic Pain,Great,10,31-Aug-13,44,Chronic Pain,,Chronic Pain,3,3.8066624897703196,1,1,5,5.0,2013,8
12066,Metaxalone,Muscle Spasm,Good,7,12-Jun-13,25,Muscle Spasm,,Muscle Spasm,3,3.258096538021482,1,1,4,4.0,2013,6
155904,Cialis,Erectile Dysfunction,Excellent,10,31-May-14,22,Erectile Dysfunction,,Erectile Dysfunction,3,3.1354942159291497,1,1,9,9.0,2014,5
57897,Acetaminophen / hydrocodone,Back Pain,Very helpful.,9,4-May-12,1,Back Pain,,Back Pain,3,0.6931471805599453,2,2,13,6.5,2012,5
90319,Vicodin,Pain,works great,8,14-Nov-08,14,Pain,,Pain,3,2.70805020110221,2,2,11,5.5,2008,11
150885,Sulfamethoxazole / trimethoprim,Urinary Tract Infection,Works great.,10,23-Jan-12,23,Urinary Tract Infection,,Urinary Tract Infection,3,3.1780538303479458,2,2,12,6.0,2012,1
102076,Humalog Mix 75 / 25,"Diabetes, Type 1",Good medicine.,9,12-Jan-10,8,Diabetes,Type 1,Type 1 Diabetes,3,2.1972245773362196,2,2,14,7.0,2010,1
193918,Dilaudid,Chronic Pain,Works,9,17-Feb-15,42,Chronic Pain,,Chronic Pain,3,3.7612001156935624,1,1,5,5.0,2015,2
46660,Gardasil,Human Papillomavirus Prophylaxis,Very good.,10,17-Dec-08,2,Human Papillomavirus Prophylaxis,,Human Papillomavirus Prophylaxis,3,1.0986122886681098,2,2,10,5.0,2008,12
212931,Tizanidine,Muscle Spasm,So far so good.,9,16-Apr-15,36,Muscle Spasm,,Muscle Spasm,3,3.6109179126442243,4,5,15,3.75,2015,4
191816,Lisdexamfetamine,ADHD,"I am a 19 year old college student and just got prescribed Vyvanse about 2 days ago. When I take it I mainly feel relaxed and sometimes excited. I've never been on any stimulant or ADD medication before. My main concern is losing weight on this medicine. I'm about 5'9"" and weigh about 135lbs. I eat a lot and I'm still fairly skinny. I've always worried about my weight and the last thing I want is to get skinnier.",5,17-Jul-09,6,ADHD,,ADHD,2,1.9459101490553132,79,102,416,5.27,2009,7
66063,Propranolol,Benign Essential Trem,"I was prescribed Inderal to help with Primary Ortostatic Tremors. I did not get any relief with this medication for that condition. However. I discovered that whenever I stop taking Inderal, I end up with a migraine headache. I take 20 mg at bedtime. It makes me sleepy and gives me nightmares which continue to this day. However, the side effects are tolerable and well worth putting up with to prevent getting migraines. I highly recommend this medication for preventing migraines.",2,28-Apr-13,28,Benign Essential Trem,,Benign Essential Trem,1,3.367295829986474,81,105,483,5.96,2013,4
12950,Jalyn,Benign Prostatic Hyperplasia,Caused side effects like erectile dysfunction and it took a while to work. Also felt a little dizzy taking this.,5,27-Sep-10,66,Benign Prostatic Hyperplasia,,Benign Prostatic Hyperplasia,2,4.204692619390966,20,26,112,5.6,2010,9
147223,Alprazolam,Panic Disorde,Didn't work for me.,2,4-Aug-13,3,Panic Disorde,,Panic Disorde,1,1.3862943611198906,4,5,19,4.75,2013,8
